Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,75793
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,83225
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,2343
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,2343
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,10421
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,42617
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,17178
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,34063
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Life Insurance.Life Insurance,72
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Life Insurance.Life Insurance,512
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Life Insurance.Life Insurance,43
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Life Insurance.Life Insurance,573
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,288
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Life Insurance.Life Insurance,35
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Life Insurance.Life Insurance,177
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,738
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,195
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Personal Services,Life Insurance.Life Insurance,111
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Life Insurance.Life Insurance,189
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,187
FY20,Expense,Public Works,Other Govt/Agencies(Non Act 51),General Fund,Personal Services,Life Insurance.Life Insurance,3
FY20,Expense,Public Works,Kentwood Hwys/Street(Non Act 51),General Fund,Personal Services,Life Insurance.Life Insurance,2
FY20,Expense,Planning,Planning,General Fund,Personal Services,Life Insurance.Life Insurance,337
FY20,Expense,Fire,Prevention,General Fund,Personal Services,Life Insurance.Life Insurance,195
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Personal Services,Life Insurance.Life Insurance,114
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Personal Services,Life Insurance.Life Insurance,409
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Personal Services,Life Insurance.Life Insurance,257
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Personal Services,Life Insurance.Life Insurance,397
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,Life Insurance.Life Insurance,548
FY20,Expense,City Clerk,City Clerk,General Fund,Personal Services,Life Insurance.Life Insurance,389
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Life Insurance.Life Insurance,688
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Life Insurance.Life Insurance,1087
FY20,Expense,District Court,District Court,General Fund,Personal Services,Life Insurance.Life Insurance,1049
FY20,Expense,District Court,District Court - Probation,General Fund,Personal Services,Life Insurance.Life Insurance,332
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Life Insurance.Life Insurance,277
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Life Insurance.Life Insurance,492
FY20,Expense,Police,Patrol,General Fund,Personal Services,Life Insurance.Life Insurance,6719
FY20,Expense,Fire,Fighting,General Fund,Personal Services,Life Insurance.Life Insurance,2498
FY20,Expense,Fire,Administration Services,General Fund,Personal Services,Life Insurance.Life Insurance,304
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Life Insurance.Life Insurance,2016
FY20,Expense,Police,Records Management,General Fund,Personal Services,Life Insurance.Life Insurance,284
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Life Insurance.Life Insurance,1025
FY20,Expense,Police,Building ,General Fund,Personal Services,Life Insurance.Life Insurance,61
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Life Insurance.Life Insurance,98
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Life Insurance.Life Insurance,823
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Life Insurance.Life Insurance,9
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Life Insurance.Life Insurance,102
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Life Insurance.Life Insurance,1764
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Life Insurance.Life Insurance,9
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Life Insurance.Life Insurance,89
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Life Insurance.Life Insurance,380
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Life Insurance.Life Insurance,1697
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Life Insurance.Life Insurance,580
FY20,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Life Insurance.Life Insurance,78
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Life Insurance.Life Insurance,301
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Life Insurance.Life Insurance,55
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Life Insurance.Life Insurance,257
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Life Insurance.Life Insurance,437
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Life Insurance.Life Insurance,14
FY20,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,516
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Life Insurance.Life Insurance,13
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Life Insurance.Life Insurance,399
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Life Insurance.Life Insurance,336
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Personal Services,Life Insurance.Life Insurance,63
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,147
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,90
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,169
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,61
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,10
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,10
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Personal Services,Life Insurance.Life Insurance,483
FY20,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,76
FY20,Expense,Planning,Administration 2020,Community Development Fund,Personal Services,Life Insurance.Life Insurance,64
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Personal Services,Life Insurance.Life Insurance,59
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Life Insurance.Life Insurance,64
FY20,Expense,Attorney,Legal Services,General Fund,Personal Services,Life Insurance.Life Insurance,214
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Pension.Pension,13814
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Pension.Pension,10860
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Pension.Pension,172658
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Pension.Pension,168942
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Pension.Pension,3786
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.Pension,80499
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Pension.Pension,81158
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Pension.Pension,14032
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Pension.Pension,69603
FY20,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Pension.Pension,23152
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.Pension,168748
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.Pension,343934
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.Pension,79671
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Pension.Pension,23117
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Pension.Pension,1219
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Pension.Pension,337745
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Pension.Pension,20733
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Pension.Pension,1219
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Pension.Pension,195120
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Pension.Pension,29375
FY20,Expense,Police,Building ,General Fund,Personal Services,Pension.Pension,10899
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Pension.Pension,277210
FY20,Expense,Police,Records Management,General Fund,Personal Services,Pension.Pension,48189
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Pension.Pension,523539
FY20,Expense,Fire,Administration Services,General Fund,Personal Services,Pension.Pension,62619
FY20,Expense,Fire,Fighting,General Fund,Personal Services,Pension.Pension,617435
FY20,Expense,Police,Patrol,General Fund,Personal Services,Pension.Pension,1559649
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Pension.Pension,98870
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Pension.Pension,62769
FY20,Expense,District Court,District Court - Probation,General Fund,Personal Services,Pension.Pension,68572
FY20,Expense,District Court,District Court,General Fund,Personal Services,Pension.Pension,245775
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Pension.Pension,230584
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Pension.Pension,125368
FY20,Expense,City Clerk,City Clerk,General Fund,Personal Services,Pension.Pension,82860
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,Pension.Pension,111500
FY20,Expense,City Clerk,City Clerk - Election,General Fund,Personal Services,Pension.Pension,5718
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Personal Services,Pension.Pension,115647
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Personal Services,Pension.Pension,74109
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Personal Services,Pension.Pension,115190
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Personal Services,Pension.Pension,51306
FY20,Expense,Fire,Prevention,General Fund,Personal Services,Pension.Pension,43985
FY20,Expense,Planning,Planning,General Fund,Personal Services,Pension.Pension,60103
FY20,Expense,Public Works,Kentwood Hwys/Street(Non Act 51),General Fund,Personal Services,Pension.Pension,421
FY20,Expense,Public Works,Other Govt/Agencies(Non Act 51),General Fund,Personal Services,Pension.Pension,842
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.Pension,55267
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Pension.Pension,47423
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Personal Services,Pension.Pension,48396
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.Pension,42782
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.Pension,209705
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Pension.Pension,63263
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Pension.Pension,9822
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Pension.Pension,77312
FY20,Expense,Attorney,Legal Services,General Fund,Personal Services,Pension.Pension,37088
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.Pension,19276
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Personal Services,Pension.Pension,9245
FY20,Expense,Planning,Administration 2020,Community Development Fund,Personal Services,Pension.Pension,15126
FY20,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Pension.Pension,16702
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Personal Services,Pension.Pension,140420
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Pension.Pension,2088
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Pension.Pension,2088
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.Pension,15066
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.Pension,31963
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.Pension,14283
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.Pension,30246
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Personal Services,Pension.Pension,41126
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Pension.Pension,68306
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.Pension,75431
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Pension.Pension,2534
FY20,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Pension.Pension,106006
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Pension.DC Plan,546
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Pension.DC Plan,546
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.DC Plan,5053
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.DC Plan,5010
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.DC Plan,6449
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.DC Plan,589
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,Pension.DC Plan,21997
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Pension.DC Plan,1239
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Pension.DC Plan,5776
FY20,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Pension.DC Plan,15926
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.DC Plan,17553
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Pension.DC Plan,8891
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Personal Services,Pension.DC Plan,6800
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Pension.DC Plan,22124
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Pension.DC Plan,1330
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Personal Services,Pension.DC Plan,13251
FY20,Expense,Fire,Administration Services,General Fund,Personal Services,Pension.DC Plan,10845
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.DC Plan,2489
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Pension.DC Plan,722
FY20,Expense,Police,Records Management,General Fund,Personal Services,Pension.DC Plan,16452
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Pension.DC Plan,480
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Pension.DC Plan,3116
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Pension.DC Plan,480
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Pension.DC Plan,240
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Pension.DC Plan,481
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Pension.DC Plan,6861
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Personal Services,Pension.DC Plan,18848
FY20,Expense,Fire,Prevention,General Fund,Personal Services,Pension.DC Plan,5432
FY20,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Pension.DC Plan,4365
FY20,Expense,Police,Building ,General Fund,Personal Services,Pension.DC Plan,3529
FY20,Expense,Planning,Administration 2020,Community Development Fund,Personal Services,Pension.DC Plan,1963
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Personal Services,Pension.DC Plan,3381
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.DC Plan,556
FY20,Expense,Attorney,Legal Services,General Fund,Personal Services,Pension.DC Plan,12389
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Pension.DC Plan,9389
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.DC Plan,11276
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Personal Services,Pension.DC Plan,3289
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Pension.DC Plan,35543
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Pension.DC Plan,35997
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Pension.DC Plan,8204
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Pension.DC Plan,18469
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Pension.DC Plan,84317
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.DC Plan,9309
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.DC Plan,78158
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Pension.DC Plan,1
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Pension.DC Plan,4271
FY20,Expense,Police,Patrol,General Fund,Personal Services,Pension.DC Plan,214561
FY20,Expense,Fire,Fighting,General Fund,Personal Services,Pension.DC Plan,87561
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.DC Plan,24678
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Personal Services,Pension.DC Plan,11273
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Personal Services,Pension.DC Plan,9535
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.DC Plan,20242
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Pension.DC Plan,21575
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Pension.DC Plan,13230
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Pension.DC Plan,29093
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Pension.DC Plan,4168
FY20,Expense,Planning,Planning,General Fund,Personal Services,Pension.DC Plan,17314
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Pension.DC Plan,5074
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Personal Services,Pension.DC Plan,3205
FY20,Expense,City Clerk,City Clerk,General Fund,Personal Services,Pension.DC Plan,11574
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.DC Plan,19098
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Pension.DC Plan,477
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Pension.DC Plan,1943
FY20,Expense,District Court,District Court,General Fund,Personal Services,Pension.DC Plan,17149
FY20,Expense,District Court,District Court - Probation,General Fund,Personal Services,Pension.DC Plan,13554
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.Retiree Health - DC Plan,8768
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Personal Services,Pension.Retiree Health - DC Plan,3463
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Personal Services,Pension.Retiree Health - DC Plan,1876
FY20,Expense,Planning,Planning,General Fund,Personal Services,Pension.Retiree Health - DC Plan,7985
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Pension.Retiree Health - DC Plan,10148
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,21113
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,28809
FY20,Expense,Police,Patrol,General Fund,Personal Services,Pension.Retiree Health - DC Plan,97971
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,5833
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Pension.Retiree Health - DC Plan,14869
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,4976
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,7086
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,4886
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Pension.Retiree Health - DC Plan,20427
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Personal Services,Pension.Retiree Health - DC Plan,1031
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,6643
FY20,Expense,Attorney,Legal Services,General Fund,Personal Services,Pension.Retiree Health - DC Plan,3446
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.Retiree Health - DC Plan,282
FY20,Expense,District Court,District Court - Probation,General Fund,Personal Services,Pension.Retiree Health - DC Plan,3727
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Pension.Retiree Health - DC Plan,207
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Personal Services,Pension.Retiree Health - DC Plan,1506
FY20,Expense,Planning,Administration 2020,Community Development Fund,Personal Services,Pension.Retiree Health - DC Plan,992
FY20,Expense,Police,Building ,General Fund,Personal Services,Pension.Retiree Health - DC Plan,1864
FY20,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,2333
FY20,Expense,Fire,Prevention,General Fund,Personal Services,Pension.Retiree Health - DC Plan,2501
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Personal Services,Pension.Retiree Health - DC Plan,3824
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Pension.Retiree Health - DC Plan,6014
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Personal Services,Pension.Retiree Health - DC Plan,5718
FY20,Expense,Fire,Fighting,General Fund,Personal Services,Pension.Retiree Health - DC Plan,42512
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,7043
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Personal Services,Pension.Retiree Health - DC Plan,1080
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,2151
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,187
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,94
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,187
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,1211
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,187
FY20,Expense,Police,Records Management,General Fund,Personal Services,Pension.Retiree Health - DC Plan,10370
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,1427
FY20,Expense,Fire,Administration Services,General Fund,Personal Services,Pension.Retiree Health - DC Plan,5309
FY20,Expense,City Clerk,City Clerk,General Fund,Personal Services,Pension.Retiree Health - DC Plan,6643
FY20,Expense,District Court,District Court,General Fund,Personal Services,Pension.Retiree Health - DC Plan,7453
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,2236
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Pension.Retiree Health - DC Plan,10370
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Personal Services,Pension.Retiree Health - DC Plan,1800
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,1864
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,5590
FY20,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,5896
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Pension.Retiree Health - DC Plan,1193
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Pension.Retiree Health - DC Plan,5590
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Pension.Retiree Health - DC Plan,3354
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,3440
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,660
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Pension.Retiree Health - DC Plan,596
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Pension.Retiree Health - DC Plan,4780
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,Pension.Retiree Health - DC Plan,8436
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,155
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,234
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,1113
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,2548
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,1119
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,292
