budget_year,department,fund_code,account_type,amount,account_category
2019,Public Works,202,Expense,88637,Personal Services
2019,Public Works,202,Expense,115603,Personal Services
2019,Public Works,202,Expense,54208,Personal Services
2019,Public Works,202,Expense,1,Personal Services
2019,Public Works,202,Expense,1,Personal Services
2019,Public Works,202,Expense,2,Personal Services
2019,Public Works,202,Expense,2460,Personal Services
2019,Public Works,202,Expense,7,Personal Services
2019,Public Works,202,Expense,2814,Personal Services
2019,Public Works,202,Expense,6956,Personal Services
2019,Public Works,202,Expense,17879,Personal Services
2019,Public Works,202,Expense,13806,Personal Services
2019,Public Works,202,Expense,3167,Personal Services
2019,Public Works,202,Expense,2563,Personal Services
2019,Public Works,202,Expense,219,Personal Services
2019,Public Works,202,Expense,249200,Supplies
2019,Public Works,202,Expense,4750,Supplies
2019,Public Works,202,Expense,1200,Supplies
2019,Public Works,202,Expense,1400,Supplies
2019,Public Works,202,Expense,161700,Supplies
2019,Public Works,202,Expense,75000,Supplies
2019,Public Works,202,Expense,23000,Other Services and Charges
2019,Public Works,202,Expense,6000,Other Services and Charges
2019,Public Works,202,Expense,289616,Other Services and Charges
2019,Public Works,202,Expense,103149,Other Services and Charges
2019,Public Works,202,Expense,153550,Other Services and Charges
2019,Public Works,202,Expense,25140,Other Services and Charges
2019,Public Works,202,Expense,1500,Other Services and Charges
2019,Public Works,202,Expense,3000,Other Services and Charges
2019,Public Works,202,Expense,3256,Other Services and Charges
2019,Public Works,202,Expense,3000,Other Services and Charges
2019,Public Works,202,Expense,4000,Other Services and Charges
2019,Public Works,202,Expense,2500,Other Services and Charges
2019,Public Works,202,Expense,4820,Other Services and Charges
2019,Public Works,202,Expense,1805,Other Services and Charges
2019,Public Works,202,Expense,6290,Other Services and Charges
2019,Public Works,202,Expense,25750,Other Services and Charges
2019,Public Works,202,Expense,47600,Other Services and Charges
2019,Public Works,202,Expense,6000,Other Services and Charges
2019,Public Works,202,Expense,100000,Other Services and Charges
2019,Public Works,202,Expense,357000,Other Services and Charges
2019,Public Works,202,Expense,2000,Other Services and Charges
2019,Public Works,202,Expense,19009,Other Services and Charges
2019,Public Works,202,Expense,22091,Other Services and Charges
2019,Public Works,202,Expense,33208,Other Services and Charges
2019,Public Works,202,Expense,175000,Other Services and Charges
2019,Public Works,202,Expense,130000,Other Services and Charges
2019,Public Works,202,Expense,69000,Other Services and Charges
2019,Public Works,202,Expense,22000,Other Services and Charges
2019,Public Works,202,Expense,130000,Other Services and Charges
2019,Public Works,202,Expense,60000,Other Services and Charges
2019,Public Works,202,Expense,20000,Other Services and Charges
2019,Public Works,202,Expense,20000,Other Services and Charges
2019,Public Works,202,Expense,10000,Other Services and Charges
2019,Public Works,202,Expense,1000,Other Services and Charges
2019,Public Works,202,Expense,1830,Other Services and Charges
2019,Public Works,202,Expense,5000,Other Services and Charges
2019,Public Works,202,Expense,2000,Other Services and Charges
2019,Public Works,202,Expense,38000,Other Services and Charges
2019,Public Works,202,Expense,4000,Other Services and Charges
2019,Public Works,202,Expense,0,Capital Outlay
2019,Public Works,202,Expense,0,Capital Outlay
2019,Public Works,202,Expense,8200000,Capital Outlay
2019,Public Works,202,Expense,0,Transfers Out
2019,,202,Revenue,25000,Licenses and Permits
2019,,202,Revenue,250000,Licenses and Permits
2019,,202,Revenue,5600000,State Grants
2019,,202,Revenue,13000,Interest and Rentals
2019,,202,Revenue,5000,Other Revenues
2019,,202,Revenue,20000,Other Revenues
2019,,202,Revenue,4000,Other Revenues
2019,,202,Revenue,3000,Other Revenues
2019,,202,Revenue,4200000,Other Financing Sources
2019,Public Works,203,Expense,185157,Personal Services
2019,Public Works,203,Expense,141554,Personal Services
2019,Public Works,203,Expense,72156,Personal Services
2019,Public Works,203,Expense,0,Personal Services
2019,Public Works,203,Expense,10000,Personal Services
2019,Public Works,203,Expense,7000,Personal Services
2019,Public Works,203,Expense,11250,Personal Services
2019,Public Works,203,Expense,1000,Personal Services
2019,Public Works,203,Expense,40900,Personal Services
2019,Public Works,203,Expense,8666,Personal Services
2019,Public Works,203,Expense,11742,Personal Services
2019,Public Works,203,Expense,16008,Personal Services
2019,Public Works,203,Expense,65659,Personal Services
2019,Public Works,203,Expense,28288,Personal Services
2019,Public Works,203,Expense,3280,Personal Services
2019,Public Works,203,Expense,100,Personal Services
2019,Public Works,203,Expense,195,Personal Services
2019,Public Works,203,Expense,256,Personal Services
2019,Public Works,203,Expense,83238,Personal Services
2019,Public Works,203,Expense,59347,Personal Services
2019,Public Works,203,Expense,47073,Personal Services
2019,Public Works,203,Expense,1,Personal Services
2019,Public Works,203,Expense,1,Personal Services
2019,Public Works,203,Expense,1,Personal Services
2019,Public Works,203,Expense,825,Personal Services
2019,Public Works,203,Expense,965,Personal Services
2019,Public Works,203,Expense,7,Personal Services
2019,Public Works,203,Expense,12161,Personal Services
2019,Public Works,203,Expense,6056,Personal Services
2019,Public Works,203,Expense,9271,Personal Services
2019,Public Works,203,Expense,924,Personal Services
2019,Public Works,203,Expense,5831,Personal Services
2019,Public Works,203,Expense,219,Personal Services
2019,Public Works,203,Expense,75700,Supplies
2019,Public Works,203,Expense,500,Supplies
2019,Public Works,203,Expense,3500,Supplies
2019,Public Works,203,Expense,500,Supplies
2019,Public Works,203,Expense,26440,Supplies
2019,Public Works,203,Expense,61000,Supplies
2019,Public Works,203,Expense,36000,Other Services and Charges
2019,Public Works,203,Expense,92913,Other Services and Charges
2019,Public Works,203,Expense,25140,Other Services and Charges
2019,Public Works,203,Expense,1988,Other Services and Charges
2019,Public Works,203,Expense,1200,Other Services and Charges
2019,Public Works,203,Expense,3000,Other Services and Charges
2019,Public Works,203,Expense,1000,Other Services and Charges
2019,Public Works,203,Expense,2500,Other Services and Charges
2019,Public Works,203,Expense,2500,Other Services and Charges
2019,Public Works,203,Expense,1585,Other Services and Charges
2019,Public Works,203,Expense,3320,Other Services and Charges
2019,Public Works,203,Expense,4226,Other Services and Charges
2019,Public Works,203,Expense,5200,Other Services and Charges
2019,Public Works,203,Expense,171500,Other Services and Charges
2019,Public Works,203,Expense,125000,Other Services and Charges
2019,Public Works,203,Expense,600,Other Services and Charges
2019,Public Works,203,Expense,2000,Other Services and Charges
2019,Public Works,203,Expense,12673,Other Services and Charges
2019,Public Works,203,Expense,17310,Other Services and Charges
2019,Public Works,203,Expense,21690,Other Services and Charges
2019,Public Works,203,Expense,80000,Other Services and Charges
2019,Public Works,203,Expense,98000,Other Services and Charges
2019,Public Works,203,Expense,25000,Other Services and Charges
2019,Public Works,203,Expense,5000,Other Services and Charges
2019,Public Works,203,Expense,95000,Other Services and Charges
2019,Public Works,203,Expense,35000,Other Services and Charges
2019,Public Works,203,Expense,13000,Other Services and Charges
2019,Public Works,203,Expense,19000,Other Services and Charges
2019,Public Works,203,Expense,4000,Other Services and Charges
2019,Public Works,203,Expense,500,Other Services and Charges
2019,Public Works,203,Expense,1000,Other Services and Charges
2019,Public Works,203,Expense,5000,Other Services and Charges
2019,Public Works,203,Expense,1500,Other Services and Charges
2019,Public Works,203,Expense,1000,Other Services and Charges
2019,Public Works,203,Expense,0,Capital Outlay
2019,Public Works,203,Expense,0,Capital Outlay
2019,,203,Revenue,25000,Licenses and Permits
2019,,203,Revenue,1700000,State Grants
2019,,203,Revenue,5000,Interest and Rentals
2019,,203,Revenue,10000,Other Revenues
2019,,203,Revenue,0,Other Revenues
2019,,203,Revenue,0,Other Financing Sources
2019,Public Safety,205,Expense,2656981,Transfers Out
2019,,205,Revenue,2578699,Taxes
2019,,205,Revenue,-25600,Taxes
2019,,205,Revenue,2700,Taxes
2019,,205,Revenue,4500,Taxes
2019,,205,Revenue,-5800,Taxes
2019,,205,Revenue,46100,Taxes
2019,,205,Revenue,51882,Taxes
2019,,205,Revenue,4500,Interest and Rentals
2019,Fire,206,Expense,1604856,Transfers Out
2019,,206,Revenue,1550134,Taxes
2019,,206,Revenue,-15400,Taxes
2019,,206,Revenue,1610,Taxes
2019,,206,Revenue,2700,Taxes
2019,,206,Revenue,-3500,Taxes
2019,,206,Revenue,27600,Taxes
2019,,206,Revenue,38912,Taxes
2019,,206,Revenue,2800,Interest and Rentals
2019,Police,207,Expense,2673231,Transfers Out
2019,,207,Revenue,2581578,Taxes
2019,,207,Revenue,-25600,Taxes
2019,,207,Revenue,2700,Taxes
2019,,207,Revenue,4600,Taxes
2019,,207,Revenue,-5800,Taxes
2019,,207,Revenue,46100,Taxes
2019,,207,Revenue,64853,Taxes
2019,,207,Revenue,4800,Interest and Rentals
2019,Parks and Recreation,208,Expense,140325,Personal Services
2019,Parks and Recreation,208,Expense,207607,Personal Services
2019,Parks and Recreation,208,Expense,93489,Personal Services
2019,Parks and Recreation,208,Expense,514821,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,32677,Personal Services
2019,Parks and Recreation,208,Expense,32677,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,177000,Personal Services
2019,Parks and Recreation,208,Expense,47290,Personal Services
2019,Parks and Recreation,208,Expense,33750,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,22218,Personal Services
2019,Parks and Recreation,208,Expense,22218,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,600,Personal Services
2019,Parks and Recreation,208,Expense,27000,Personal Services
2019,Parks and Recreation,208,Expense,600,Personal Services
2019,Parks and Recreation,208,Expense,43254,Personal Services
2019,Parks and Recreation,208,Expense,22002,Personal Services
2019,Parks and Recreation,208,Expense,55713,Personal Services
2019,Parks and Recreation,208,Expense,10828,Personal Services
2019,Parks and Recreation,208,Expense,10790,Personal Services
2019,Parks and Recreation,208,Expense,4242,Personal Services
2019,Parks and Recreation,208,Expense,4242,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,33998,Personal Services
2019,Parks and Recreation,208,Expense,43729,Personal Services
2019,Parks and Recreation,208,Expense,162059,Personal Services
2019,Parks and Recreation,208,Expense,35065,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,10933,Personal Services
2019,Parks and Recreation,208,Expense,10933,Personal Services
2019,Parks and Recreation,208,Expense,275,Personal Services
2019,Parks and Recreation,208,Expense,706,Personal Services
2019,Parks and Recreation,208,Expense,129,Personal Services
2019,Parks and Recreation,208,Expense,188,Personal Services
2019,Parks and Recreation,208,Expense,46,Personal Services
2019,Parks and Recreation,208,Expense,46,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,59897,Personal Services
2019,Parks and Recreation,208,Expense,28410,Personal Services
2019,Parks and Recreation,208,Expense,202487,Personal Services
2019,Parks and Recreation,208,Expense,73544,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,9991,Personal Services
2019,Parks and Recreation,208,Expense,9991,Personal Services
2019,Parks and Recreation,208,Expense,2615,Personal Services
2019,Parks and Recreation,208,Expense,2615,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,193,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,9009,Personal Services
2019,Parks and Recreation,208,Expense,7480,Personal Services
2019,Parks and Recreation,208,Expense,22920,Personal Services
2019,Parks and Recreation,208,Expense,5689,Personal Services
2019,Parks and Recreation,208,Expense,4617,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,6498,Personal Services
2019,Parks and Recreation,208,Expense,53,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,1423,Personal Services
2019,Parks and Recreation,208,Expense,1423,Personal Services
2019,Parks and Recreation,208,Expense,5323,Personal Services
2019,Parks and Recreation,208,Expense,26830,Personal Services
2019,Parks and Recreation,208,Expense,10661,Personal Services
2019,Parks and Recreation,208,Expense,2307,Personal Services
2019,Parks and Recreation,208,Expense,1736,Personal Services
2019,Parks and Recreation,208,Expense,1736,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,2904,Personal Services
2019,Parks and Recreation,208,Expense,2990,Personal Services
2019,Parks and Recreation,208,Expense,9479,Personal Services
2019,Parks and Recreation,208,Expense,150,Personal Services
2019,Parks and Recreation,208,Expense,548,Personal Services
2019,Parks and Recreation,208,Expense,548,Personal Services
2019,Parks and Recreation,208,Expense,0,Personal Services
2019,Parks and Recreation,208,Expense,3425,Supplies
2019,Parks and Recreation,208,Expense,2820,Supplies
2019,Parks and Recreation,208,Expense,0,Supplies
2019,Parks and Recreation,208,Expense,0,Supplies
2019,Parks and Recreation,208,Expense,0,Supplies
2019,Parks and Recreation,208,Expense,8014,Supplies
2019,Parks and Recreation,208,Expense,670,Supplies
2019,Parks and Recreation,208,Expense,25231,Supplies
2019,Parks and Recreation,208,Expense,3300,Supplies
2019,Parks and Recreation,208,Expense,300,Supplies
2019,Parks and Recreation,208,Expense,900,Supplies
2019,Parks and Recreation,208,Expense,73450,Supplies
2019,Parks and Recreation,208,Expense,7460,Supplies
2019,Parks and Recreation,208,Expense,35250,Other Services and Charges
2019,Parks and Recreation,208,Expense,17200,Other Services and Charges
2019,Parks and Recreation,208,Expense,312466,Other Services and Charges
2019,Parks and Recreation,208,Expense,8150,Other Services and Charges
2019,Parks and Recreation,208,Expense,1990,Other Services and Charges
2019,Parks and Recreation,208,Expense,240,Other Services and Charges
2019,Parks and Recreation,208,Expense,3700,Other Services and Charges
2019,Parks and Recreation,208,Expense,650,Other Services and Charges
2019,Parks and Recreation,208,Expense,2538,Other Services and Charges
2019,Parks and Recreation,208,Expense,1800,Other Services and Charges
2019,Parks and Recreation,208,Expense,350,Other Services and Charges
2019,Parks and Recreation,208,Expense,2360,Other Services and Charges
2019,Parks and Recreation,208,Expense,3310,Other Services and Charges
2019,Parks and Recreation,208,Expense,5190,Other Services and Charges
2019,Parks and Recreation,208,Expense,2315,Other Services and Charges
2019,Parks and Recreation,208,Expense,13100,Other Services and Charges
2019,Parks and Recreation,208,Expense,1000,Other Services and Charges
2019,Parks and Recreation,208,Expense,6220,Other Services and Charges
2019,Parks and Recreation,208,Expense,27340,Other Services and Charges
2019,Parks and Recreation,208,Expense,2973,Other Services and Charges
2019,Parks and Recreation,208,Expense,6072,Other Services and Charges
2019,Parks and Recreation,208,Expense,15158,Other Services and Charges
2019,Parks and Recreation,208,Expense,3098,Other Services and Charges
2019,Parks and Recreation,208,Expense,0,Other Services and Charges
2019,Parks and Recreation,208,Expense,0,Other Services and Charges
2019,Parks and Recreation,208,Expense,1208,Other Services and Charges
2019,Parks and Recreation,208,Expense,1208,Other Services and Charges
2019,Parks and Recreation,208,Expense,450,Other Services and Charges
2019,Parks and Recreation,208,Expense,2270,Other Services and Charges
2019,Parks and Recreation,208,Expense,134600,Other Services and Charges
2019,Parks and Recreation,208,Expense,36200,Other Services and Charges
2019,Parks and Recreation,208,Expense,5160,Other Services and Charges
2019,Parks and Recreation,208,Expense,65450,Other Services and Charges
2019,Parks and Recreation,208,Expense,29790,Other Services and Charges
2019,Parks and Recreation,208,Expense,350,Other Services and Charges
2019,Parks and Recreation,208,Expense,24820,Other Services and Charges
2019,Parks and Recreation,208,Expense,41400,Other Services and Charges
2019,Parks and Recreation,208,Expense,180000,Other Services and Charges
2019,Parks and Recreation,208,Expense,0,Other Services and Charges
2019,Parks and Recreation,208,Expense,6720,Other Services and Charges
2019,Parks and Recreation,208,Expense,500,Other Services and Charges
2019,Parks and Recreation,208,Expense,50000,Other Services and Charges
2019,Parks and Recreation,208,Expense,30000,Other Services and Charges
2019,Parks and Recreation,208,Expense,1700,Other Services and Charges
2019,Parks and Recreation,208,Expense,38550,Other Services and Charges
2019,Parks and Recreation,208,Expense,23212,Other Services and Charges
2019,Parks and Recreation,208,Expense,3025,Other Services and Charges
2019,Parks and Recreation,208,Expense,9210,Other Services and Charges
2019,Parks and Recreation,208,Expense,0,Other Services and Charges
2019,Parks and Recreation,208,Expense,0,Other Services and Charges
2019,Parks and Recreation,208,Expense,0,Other Services and Charges
2019,Parks and Recreation,208,Expense,5180,Other Services and Charges
2019,Parks and Recreation,208,Expense,0,Other Services and Charges
2019,Parks and Recreation,208,Expense,12170,Other Services and Charges
2019,Parks and Recreation,208,Expense,1800,Other Services and Charges
2019,Parks and Recreation,208,Expense,23600,Other Services and Charges
2019,Parks and Recreation,208,Expense,10000,Capital Outlay
2019,Parks and Recreation,208,Expense,20000,Capital Outlay
2019,Parks and Recreation,208,Expense,0,Capital Outlay
2019,Parks and Recreation,208,Expense,0,Capital Outlay
2019,Parks and Recreation,208,Expense,0,Capital Outlay
2019,Parks and Recreation,208,Expense,0,Capital Outlay
2019,Parks and Recreation,208,Expense,23000,Capital Outlay
2019,Parks and Recreation,208,Expense,10000,Capital Outlay
2019,Parks and Recreation,208,Expense,0,Capital Outlay
2019,Parks and Recreation,208,Expense,5100,Capital Outlay
2019,Parks and Recreation,208,Expense,10000,Capital Outlay
2019,,208,Revenue,3070000,Taxes
2019,,208,Revenue,-30700,Taxes
2019,,208,Revenue,3250,Taxes
2019,,208,Revenue,5500,Taxes
2019,,208,Revenue,-6900,Taxes
2019,,208,Revenue,55300,Taxes
2019,,208,Revenue,77823,Taxes
2019,,208,Revenue,0,Federal Grants
2019,,208,Revenue,0,Federal Grants
2019,,208,Revenue,87637,Federal Grants
2019,,208,Revenue,87637,Federal Grants
2019,,208,Revenue,0,Federal Grants
2019,,208,Revenue,1000,Other Revenues
2019,,208,Revenue,3200,Other Revenues
2019,,208,Revenue,0,Charges for Service
2019,,208,Revenue,73000,Charges for Service
2019,,208,Revenue,168000,Charges for Service
2019,,208,Revenue,11500,Charges for Service
2019,,208,Revenue,24500,Charges for Service
2019,,208,Revenue,500,Charges for Service
2019,,208,Revenue,300,Other Revenues
2019,,208,Revenue,16000,Charges for Service
2019,,208,Revenue,4000,Charges for Service
2019,,208,Revenue,11000,Interest and Rentals
2019,,208,Revenue,8525,Interest and Rentals
2019,,208,Revenue,5420,Other Revenues
2019,,208,Revenue,3300,Other Revenues
2019,,208,Revenue,111400,Other Revenues
2019,,208,Revenue,1000,Other Revenues
2019,Public Works,211,Expense,20000,Personal Services
2019,Public Works,211,Expense,1000,Personal Services
2019,Public Works,211,Expense,2050,Personal Services
2019,Public Works,211,Expense,1764,Personal Services
2019,Public Works,211,Expense,28,Personal Services
2019,Public Works,211,Expense,9117,Personal Services
2019,Public Works,211,Expense,0,Personal Services
2019,Public Works,211,Expense,0,Personal Services
2019,Public Works,211,Expense,1363,Personal Services
2019,Public Works,211,Expense,3000,Supplies
2019,Public Works,211,Expense,22991,Other Services and Charges
2019,Public Works,211,Expense,462,Other Services and Charges
2019,Public Works,211,Expense,320000,Other Services and Charges
2019,Public Works,211,Expense,29500,Other Services and Charges
2019,Public Works,211,Expense,3500,Other Services and Charges
2019,Public Works,211,Expense,1500,Other Services and Charges
2019,Public Works,211,Expense,750,Other Services and Charges
2019,,211,Revenue,306000,Taxes
2019,,211,Revenue,-3100,Taxes
2019,,211,Revenue,430,Taxes
2019,,211,Revenue,730,Taxes
2019,,211,Revenue,-950,Taxes
2019,,211,Revenue,5500,Taxes
2019,,211,Revenue,7782,Taxes
2019,,211,Revenue,1700,Interest and Rentals
2019,Public Works,230,Expense,90156,Personal Services
2019,Public Works,230,Expense,35000,Personal Services
2019,Public Works,230,Expense,36800,Personal Services
2019,Public Works,230,Expense,12411,Personal Services
2019,Public Works,230,Expense,4373,Personal Services
2019,Public Works,230,Expense,125,Personal Services
2019,Public Works,230,Expense,52793,Personal Services
2019,Public Works,230,Expense,1,Personal Services
2019,Public Works,230,Expense,12,Personal Services
2019,Public Works,230,Expense,9117,Personal Services
2019,Public Works,230,Expense,277,Personal Services
2019,Public Works,230,Expense,4000,Supplies
2019,Public Works,230,Expense,69060,Other Services and Charges
2019,Public Works,230,Expense,69790,Other Services and Charges
2019,Public Works,230,Expense,1500,Other Services and Charges
2019,Public Works,230,Expense,2751,Other Services and Charges
2019,Public Works,230,Expense,1000,Other Services and Charges
2019,Public Works,230,Expense,15000,Other Services and Charges
2019,Public Works,230,Expense,5000,Other Services and Charges
2019,Public Works,230,Expense,75000,Other Services and Charges
2019,Public Works,230,Expense,40000,Other Services and Charges
2019,Public Works,230,Expense,16000,Other Services and Charges
2019,Public Works,230,Expense,397000,Other Services and Charges
2019,,230,Revenue,820000,Taxes
2019,,230,Revenue,-8200,Taxes
2019,,230,Revenue,750,Taxes
2019,,230,Revenue,1200,Taxes
2019,,230,Revenue,-1700,Taxes
2019,,230,Revenue,14700,Taxes
2019,,230,Revenue,18159,Taxes
2019,,230,Revenue,3000,Interest and Rentals
2019,,230,Revenue,0,Interest and Rentals
2019,,230,Revenue,0,Other Revenues
2019,Permits,249,Expense,108270,Personal Services
2019,Permits,249,Expense,60908,Personal Services
2019,Permits,249,Expense,130656,Personal Services
2019,Permits,249,Expense,40192,Personal Services
2019,Permits,249,Expense,341193,Personal Services
2019,Permits,249,Expense,4200,Personal Services
2019,Permits,249,Expense,5000,Personal Services
2019,Permits,249,Expense,0,Personal Services
2019,Permits,249,Expense,2500,Personal Services
2019,Permits,249,Expense,2000,Personal Services
2019,Permits,249,Expense,12500,Personal Services
2019,Permits,249,Expense,350,Personal Services
2019,Permits,249,Expense,5400,Personal Services
2019,Permits,249,Expense,1400,Personal Services
2019,Permits,249,Expense,9065,Personal Services
2019,Permits,249,Expense,4692,Personal Services
2019,Permits,249,Expense,10207,Personal Services
2019,Permits,249,Expense,3524,Personal Services
2019,Permits,249,Expense,27708,Personal Services
2019,Permits,249,Expense,80223,Personal Services
2019,Permits,249,Expense,8784,Personal Services
2019,Permits,249,Expense,43753,Personal Services
2019,Permits,249,Expense,14319,Personal Services
2019,Permits,249,Expense,34045,Personal Services
2019,Permits,249,Expense,462,Personal Services
2019,Permits,249,Expense,147,Personal Services
2019,Permits,249,Expense,84,Personal Services
2019,Permits,249,Expense,179,Personal Services
2019,Permits,249,Expense,54,Personal Services
2019,Permits,249,Expense,15648,Personal Services
2019,Permits,249,Expense,46007,Personal Services
2019,Permits,249,Expense,19262,Personal Services
2019,Permits,249,Expense,40987,Personal Services
2019,Permits,249,Expense,129377,Personal Services
2019,Permits,249,Expense,5022,Personal Services
2019,Permits,249,Expense,4755,Personal Services
2019,Permits,249,Expense,6849,Personal Services
2019,Permits,249,Expense,362,Personal Services
2019,Permits,249,Expense,13470,Personal Services
2019,Permits,249,Expense,5049,Personal Services
2019,Permits,249,Expense,143,Personal Services
2019,Permits,249,Expense,992,Personal Services
2019,Permits,249,Expense,2765,Personal Services
2019,Permits,249,Expense,1205,Personal Services
2019,Permits,249,Expense,4670,Personal Services
2019,Permits,249,Expense,490,Personal Services
2019,Permits,249,Expense,1705,Personal Services
2019,Permits,249,Expense,839,Personal Services
2019,Permits,249,Expense,1519,Personal Services
2019,Permits,249,Expense,4402,Personal Services
2019,Permits,249,Expense,1748,Personal Services
2019,Permits,249,Expense,434,Personal Services
2019,Permits,249,Expense,1078,Personal Services
2019,Permits,249,Expense,760,Personal Services
2019,Permits,249,Expense,4500,Supplies
2019,Permits,249,Expense,500,Supplies
2019,Permits,249,Expense,3300,Supplies
2019,Permits,249,Expense,800,Supplies
2019,Permits,249,Expense,2300,Supplies
2019,Permits,249,Expense,300,Supplies
2019,Permits,249,Expense,750,Supplies
2019,Permits,249,Expense,625,Supplies
2019,Permits,249,Expense,1500,Supplies
2019,Permits,249,Expense,500,Other Services and Charges
2019,Permits,249,Expense,20019,Other Services and Charges
2019,Permits,249,Expense,20019,Other Services and Charges
2019,Permits,249,Expense,20019,Other Services and Charges
2019,Permits,249,Expense,20019,Other Services and Charges
2019,Permits,249,Expense,3185,Other Services and Charges
2019,Permits,249,Expense,1250,Other Services and Charges
2019,Permits,249,Expense,562,Other Services and Charges
2019,Permits,249,Expense,1673,Other Services and Charges
2019,Permits,249,Expense,8600,Other Services and Charges
2019,Permits,249,Expense,8600,Other Services and Charges
2019,Permits,249,Expense,2030,Other Services and Charges
2019,Permits,249,Expense,2800,Other Services and Charges
2019,Permits,249,Expense,1400,Other Services and Charges
2019,Permits,249,Expense,450,Other Services and Charges
2019,Permits,249,Expense,1060,Other Services and Charges
2019,Permits,249,Expense,326,Other Services and Charges
2019,Permits,249,Expense,625,Other Services and Charges
2019,Permits,249,Expense,600,Other Services and Charges
2019,Permits,249,Expense,8000,Other Services and Charges
2019,Permits,249,Expense,2483,Other Services and Charges
2019,Permits,249,Expense,1336,Other Services and Charges
2019,Permits,249,Expense,2838,Other Services and Charges
2019,Permits,249,Expense,971,Other Services and Charges
2019,Permits,249,Expense,7465,Other Services and Charges
2019,Permits,249,Expense,10,Other Services and Charges
2019,Permits,249,Expense,10,Other Services and Charges
2019,Permits,249,Expense,10,Other Services and Charges
2019,Permits,249,Expense,10,Other Services and Charges
2019,Permits,249,Expense,9000,Other Services and Charges
2019,Permits,249,Expense,11000,Other Services and Charges
2019,Permits,249,Expense,6570,Other Services and Charges
2019,Permits,249,Expense,6570,Other Services and Charges
2019,Permits,249,Expense,6570,Other Services and Charges
2019,Permits,249,Expense,6570,Other Services and Charges
2019,Permits,249,Expense,8250,Other Services and Charges
2019,Permits,249,Expense,3850,Other Services and Charges
2019,Permits,249,Expense,10800,Other Services and Charges
2019,Permits,249,Expense,21550,Other Services and Charges
2019,Permits,249,Expense,4500,Other Services and Charges
2019,Permits,249,Expense,816,Other Services and Charges
2019,Permits,249,Expense,1800,Other Services and Charges
2019,Permits,249,Expense,2430,Other Services and Charges
2019,Permits,249,Expense,1870,Other Services and Charges
2019,Permits,249,Expense,900,Other Services and Charges
2019,Permits,249,Expense,1400,Other Services and Charges
2019,Permits,249,Expense,4300,Other Services and Charges
2019,Permits,249,Expense,5060,Other Services and Charges
2019,Permits,249,Expense,350,Other Services and Charges
2019,Permits,249,Expense,500,Other Services and Charges
2019,Permits,249,Expense,400,Other Services and Charges
2019,Permits,249,Expense,10000,Other Services and Charges
2019,Permits,249,Expense,960,Capital Outlay
2019,Permits,249,Expense,700,Capital Outlay
2019,Permits,249,Expense,350,Capital Outlay
2019,,249,Revenue,16250,Licenses and Permits
2019,,249,Revenue,263775,Licenses and Permits
2019,,249,Revenue,726530,Licenses and Permits
2019,,249,Revenue,150775,Licenses and Permits
2019,,249,Revenue,14800,Licenses and Permits
2019,,249,Revenue,141900,Licenses and Permits
2019,,249,Revenue,5600,Licenses and Permits
2019,,249,Revenue,67600,Licenses and Permits
2019,,249,Revenue,14000,Licenses and Permits
2019,,249,Revenue,16950,Licenses and Permits
2019,,249,Revenue,55000,Federal Grants
2019,,249,Revenue,10000,Charges for Service
2019,,249,Revenue,13500,Charges for Service
2019,,249,Revenue,15000,Charges for Service
2019,,249,Revenue,16000,Fines and Forfeitures
2019,,249,Revenue,30000,Charges for Service
2019,,249,Revenue,3500,Interest and Rentals
2019,,249,Revenue,10000,Other Revenues
2019,Planning,256,Expense,51327,Personal Services
2019,Planning,256,Expense,53734,Personal Services
2019,Planning,256,Expense,4101,Personal Services
2019,Planning,256,Expense,3977,Personal Services
2019,Planning,256,Expense,16281,Personal Services
2019,Planning,256,Expense,11605,Personal Services
2019,Planning,256,Expense,72,Personal Services
2019,Planning,256,Expense,70,Personal Services
