budget_year,department,fund_code,account_type,account_category,amount
FY19,Wastewater Utility,590,Expense,Other Services and Charges,2500
FY19,Public Works,590,Expense,Other Services and Charges,2500
FY19,Wastewater Utility,590,Expense,Other Services and Charges,2500
FY19,Water Utility,591,Expense,Supplies,2500
FY19,Water Utility,591,Expense,Other Services and Charges,2500
FY19,General Government,995,Expense,Other Services and Charges,2500
FY19,General Government,998,Expense,Other Services and Charges,2500
FY19,Facilities,101,Expense,Other Services and Charges,2520
FY19,Parks and Recreation,208,Expense,Other Services and Charges,2538
FY19,Public Works,591,Expense,Personal Services,2539
FY19,Public Works,202,Expense,Personal Services,2563
FY19,,101,Revenue,Contributions from Local Units,2600
FY19,Parks and Recreation,208,Expense,Personal Services,2615
FY19,Parks and Recreation,208,Expense,Personal Services,2615
FY19,Wastewater Utility,590,Expense,Other Services and Charges,2650
FY19,Finance,101,Expense,Personal Services,2666
FY19,,205,Revenue,Taxes,2700
FY19,,206,Revenue,Taxes,2700
FY19,,207,Revenue,Taxes,2700
FY19,Planning,101,Expense,Personal Services,2734
FY19,Public Works,230,Expense,Other Services and Charges,2751
FY19,Permits,249,Expense,Personal Services,2765
FY19,Police,101,Expense,Other Services and Charges,2800
FY19,,206,Revenue,Interest and Rentals,2800
FY19,Permits,249,Expense,Other Services and Charges,2800
FY19,Public Works,202,Expense,Personal Services,2814
FY19,Wastewater Utility,590,Expense,Personal Services,2815
FY19,General Government,679,Expense,Other Services and Charges,2816
FY19,Parks and Recreation,208,Expense,Supplies,2820
FY19,Permits,249,Expense,Other Services and Charges,2838
FY19,Public Works,591,Expense,Personal Services,2861
FY19,Wastewater Utility,590,Expense,Other Services and Charges,2884
FY19,Parks and Recreation,208,Expense,Personal Services,2904
FY19,Water Utility,591,Expense,Personal Services,2904
FY19,Planning,101,Expense,Other Services and Charges,2930
FY19,Police,101,Expense,Personal Services,2963
FY19,Police,101,Expense,Other Services and Charges,2970
FY19,Parks and Recreation,208,Expense,Other Services and Charges,2973
FY19,Parks and Recreation,208,Expense,Personal Services,2990
FY19,Facilities,401,Expense,Other Services and Charges,2990
FY19,Fire,101,Expense,Supplies,3000
FY19,Fire,101,Expense,Other Services and Charges,3000
FY19,Police,101,Expense,Other Services and Charges,3000
FY19,Police,101,Expense,Other Services and Charges,3000
FY19,Public Works,202,Expense,Other Services and Charges,3000
FY19,Public Works,202,Expense,Other Services and Charges,3000
FY19,,202,Revenue,Other Revenues,3000
FY19,Public Works,203,Expense,Other Services and Charges,3000
FY19,Public Works,211,Expense,Supplies,3000
FY19,,230,Revenue,Interest and Rentals,3000
FY19,Facilities,401,Expense,Other Services and Charges,3000
FY19,,401,Revenue,Interest and Rentals,3000
FY19,Public Works,590,Expense,Supplies,3000
FY19,Public Works,590,Expense,Other Services and Charges,3000
FY19,Public Works,591,Expense,Supplies,3000
FY19,Water Utility,591,Expense,Other Services and Charges,3000
FY19,,998,Revenue,Other Revenues,3000
FY19,Public Works,591,Expense,Other Services and Charges,3019
FY19,Parks and Recreation,208,Expense,Other Services and Charges,3025
FY19,General Government,732,Expense,Other Services and Charges,3060
FY19,Parks and Recreation,208,Expense,Other Services and Charges,3098
FY19,Fire,101,Expense,Personal Services,3100
FY19,Public Works,202,Expense,Personal Services,3167
FY19,Permits,249,Expense,Other Services and Charges,3185
FY19,Finance,101,Expense,Personal Services,3189
FY19,City Clerk,101,Expense,Supplies,3200
FY19,Assessor,101,Expense,Other Services and Charges,3200
FY19,,208,Revenue,Other Revenues,3200
FY19,Wastewater Utility,590,Expense,Personal Services,3210
FY19,Public Works,591,Expense,Personal Services,3215
FY19,,208,Revenue,Taxes,3250
FY19,Public Works,202,Expense,Other Services and Charges,3256
FY19,District Court,101,Expense,Personal Services,3260
FY19,Public Works,202,Expense,Personal Services,3280
FY19,Public Works,203,Expense,Personal Services,3280
FY19,Information Technology,101,Expense,Other Services and Charges,3300
FY19,Parks and Recreation,208,Expense,Supplies,3300
FY19,,208,Revenue,Other Revenues,3300
FY19,Permits,249,Expense,Supplies,3300
FY19,Wastewater Utility,590,Expense,Supplies,3301
FY19,Police,101,Expense,Other Services and Charges,3310
FY19,Parks and Recreation,208,Expense,Other Services and Charges,3310
FY19,Public Works,203,Expense,Other Services and Charges,3320
FY19,Wastewater Utility,590,Expense,Other Services and Charges,3330
FY19,Water Utility,591,Expense,Personal Services,3330
FY19,District Court,101,Expense,Personal Services,3342
FY19,Wastewater Utility,590,Expense,Other Services and Charges,3360
FY19,,400,Revenue,Taxes,3400
FY19,Parks and Recreation,208,Expense,Supplies,3425
FY19,General Government,684,Expense,Other Services and Charges,3447
FY19,City Council,101,Expense,Supplies,3450
FY19,Fire,101,Expense,Supplies,3500
FY19,Facilities,101,Expense,Other Services and Charges,3500
FY19,Police,101,Expense,Other Services and Charges,3500
FY19,Police,101,Expense,Other Services and Charges,3500
FY19,,101,Revenue,Taxes,3500
FY19,,101,Revenue,Contributions from Local Units,3500
FY19,Public Works,203,Expense,Supplies,3500
FY19,Public Works,211,Expense,Other Services and Charges,3500
FY19,,249,Revenue,Interest and Rentals,3500
FY19,Facilities,401,Expense,Other Services and Charges,3500
FY19,Public Works,591,Expense,Supplies,3500
FY19,Water Utility,591,Expense,Supplies,3500
FY19,Water Utility,591,Expense,Other Services and Charges,3500
FY19,Public Works,591,Expense,Other Services and Charges,3500
FY19,General Government,683,Expense,Other Services and Charges,3500
FY19,General Government,995,Expense,Other Services and Charges,3500
FY19,Permits,249,Expense,Personal Services,3524
FY19,District Court,101,Expense,Personal Services,3544
FY19,Wastewater Utility,590,Expense,Other Services and Charges,3570
FY19,Planning,256,Expense,Other Services and Charges,3580
FY19,Water Utility,591,Expense,Other Services and Charges,3600
FY19,Police,101,Expense,Personal Services,3606
FY19,Police,101,Expense,Personal Services,3610
FY19,Fire,101,Expense,Other Services and Charges,3638
FY19,Fire,101,Expense,Other Services and Charges,3650
FY19,Parks and Recreation,208,Expense,Other Services and Charges,3700
FY19,Wastewater Utility,590,Expense,Personal Services,3700
FY19,Planning,101,Expense,Other Services and Charges,3750
FY19,Wastewater Utility,590,Expense,Supplies,3751
FY19,City Clerk,101,Expense,Personal Services,3849
FY19,Permits,249,Expense,Other Services and Charges,3850
FY19,Water Utility,591,Expense,Personal Services,3932
FY19,Fire,101,Expense,Personal Services,3948
FY19,Planning,256,Expense,Personal Services,3977
FY19,Fire,101,Expense,Personal Services,4000
FY19,Police,101,Expense,Other Services and Charges,4000
FY19,City Clerk,101,Expense,Other Services and Charges,4000
FY19,Purchasing,101,Expense,Other Services and Charges,4000
FY19,,101,Revenue,Charges for Service,4000
FY19,,101,Revenue,Other Revenues,4000
FY19,Public Works,202,Expense,Other Services and Charges,4000
FY19,Public Works,202,Expense,Other Services and Charges,4000
FY19,,202,Revenue,Other Revenues,4000
FY19,Public Works,203,Expense,Other Services and Charges,4000
FY19,,208,Revenue,Charges for Service,4000
FY19,Public Works,230,Expense,Supplies,4000
FY19,Wastewater Utility,590,Expense,Supplies,4000
FY19,Public Works,591,Expense,Other Services and Charges,4000
FY19,,591,Revenue,Charges for Service,4000
FY19,,684,Revenue,Charges for Service,4000
FY19,General Government,731,Expense,Other Services and Charges,4000
FY19,Wastewater Utility,590,Expense,Debt Service,4021
FY19,Water Utility,591,Expense,Personal Services,4066
FY19,Planning,256,Expense,Personal Services,4101
FY19,Permits,249,Expense,Personal Services,4200
FY19,District Court,101,Expense,Personal Services,4216
FY19,Planning,256,Expense,Other Services and Charges,4225
FY19,Public Works,203,Expense,Other Services and Charges,4226
FY19,Water Utility,591,Expense,Personal Services,4231
FY19,Parks and Recreation,208,Expense,Personal Services,4242
FY19,Parks and Recreation,208,Expense,Personal Services,4242
FY19,Permits,249,Expense,Other Services and Charges,4300
FY19,Public Works,591,Expense,Personal Services,4342
FY19,Finance,101,Expense,Other Services and Charges,4365
FY19,Public Works,230,Expense,Personal Services,4373
FY19,Assessor,101,Expense,Supplies,4400
FY19,Water Utility,591,Expense,Other Services and Charges,4401
FY19,Permits,249,Expense,Personal Services,4402
FY19,Assessor,101,Expense,Personal Services,4408
FY19,Planning,101,Expense,Personal Services,4500
FY19,Police,101,Expense,Other Services and Charges,4500
FY19,,101,Revenue,Other Revenues,4500
FY19,,205,Revenue,Taxes,4500
FY19,,205,Revenue,Interest and Rentals,4500
FY19,Permits,249,Expense,Supplies,4500
FY19,Permits,249,Expense,Other Services and Charges,4500
FY19,Public Works,591,Expense,Other Services and Charges,4500
FY19,Water Utility,591,Expense,Other Services and Charges,4500
FY19,Wastewater Utility,590,Expense,Personal Services,4509
FY19,Wastewater Utility,590,Expense,Other Services and Charges,4520
FY19,Water Utility,591,Expense,Personal Services,4554
FY19,Fire,101,Expense,Personal Services,4582
FY19,,207,Revenue,Taxes,4600
FY19,Public Works,661,Expense,Personal Services,4601
FY19,Parks and Recreation,208,Expense,Personal Services,4617
FY19,Water Utility,591,Expense,Other Services and Charges,4627
FY19,Facilities,401,Expense,Personal Services,4632
FY19,Police,101,Expense,Other Services and Charges,4657
FY19,Permits,249,Expense,Personal Services,4670
FY19,Permits,249,Expense,Personal Services,4692
FY19,City Manager,101,Expense,Other Services and Charges,4700
FY19,,101,Revenue,Contributions from Local Units,4720
FY19,Public Works,202,Expense,Supplies,4750
FY19,Permits,249,Expense,Personal Services,4755
FY19,City Clerk,101,Expense,Personal Services,4760
FY19,City Manager,101,Expense,Other Services and Charges,4800
FY19,Planning,101,Expense,Other Services and Charges,4800
FY19,,207,Revenue,Interest and Rentals,4800
FY19,Wastewater Utility,590,Expense,Personal Services,4811
FY19,Public Works,202,Expense,Other Services and Charges,4820
FY19,Fire,101,Expense,Other Services and Charges,4836
FY19,Police,101,Expense,Supplies,4855
FY19,Water Utility,591,Expense,Other Services and Charges,4860
FY19,Water Utility,591,Expense,Other Services and Charges,4861
FY19,Police,101,Expense,Personal Services,4867
FY19,Wastewater Utility,590,Expense,Personal Services,4873
FY19,,661,Revenue,Interest and Rentals,4900
FY19,,684,Revenue,Interest and Rentals,4928
FY19,Finance,101,Expense,Personal Services,5000
FY19,District Court,101,Expense,Personal Services,5000
FY19,Fire,101,Expense,Personal Services,5000
FY19,Police,101,Expense,Supplies,5000
FY19,Fire,101,Expense,Other Services and Charges,5000
FY19,Police,101,Expense,Other Services and Charges,5000
FY19,City Manager,101,Expense,Other Services and Charges,5000
FY19,Public Works,202,Expense,Other Services and Charges,5000
FY19,,202,Revenue,Other Revenues,5000
FY19,Public Works,203,Expense,Other Services and Charges,5000
FY19,Public Works,203,Expense,Other Services and Charges,5000
FY19,,203,Revenue,Interest and Rentals,5000
FY19,Public Works,230,Expense,Other Services and Charges,5000
FY19,Permits,249,Expense,Personal Services,5000
FY19,Planning,256,Expense,Other Services and Charges,5000
FY19,Planning,256,Expense,Other Services and Charges,5000
FY19,Planning,256,Expense,Other Services and Charges,5000
FY19,Water Utility,591,Expense,Personal Services,5000
FY19,Water Utility,591,Expense,Personal Services,5000
FY19,Water Utility,591,Expense,Personal Services,5000
FY19,Water Utility,591,Expense,Supplies,5000
FY19,Public Works,591,Expense,Other Services and Charges,5000
FY19,Public Works,591,Expense,Other Services and Charges,5000
FY19,,591,Revenue,Other Revenues,5000
FY19,Public Works,661,Expense,Personal Services,5000
FY19,Public Works,661,Expense,Other Services and Charges,5000
FY19,Public Works,661,Expense,Other Services and Charges,5000
FY19,Public Works,661,Expense,Other Services and Charges,5000
FY19,General Government,683,Expense,Other Services and Charges,5000
FY19,General Government,732,Expense,Other Services and Charges,5000
FY19,General Government,995,Expense,Other Services and Charges,5000
FY19,General Government,995,Expense,Other Services and Charges,5000
FY19,General Government,996,Expense,Other Services and Charges,5000
FY19,Permits,249,Expense,Personal Services,5022
FY19,Wastewater Utility,590,Expense,Debt Service,5040
FY19,Permits,249,Expense,Personal Services,5049
FY19,Permits,249,Expense,Other Services and Charges,5060
FY19,Water Utility,591,Expense,Other Services and Charges,5097
FY19,Parks and Recreation,208,Expense,Capital Outlay,5100
FY19,Planning,101,Expense,Other Services and Charges,5102
FY19,City Council,101,Expense,Other Services and Charges,5120
FY19,Parks and Recreation,208,Expense,Other Services and Charges,5160
FY19,City Council,101,Expense,Personal Services,5174
FY19,Parks and Recreation,208,Expense,Other Services and Charges,5180
FY19,,401,Revenue,Taxes,5188
FY19,Parks and Recreation,208,Expense,Other Services and Charges,5190
FY19,Public Works,203,Expense,Other Services and Charges,5200
FY19,Facilities,401,Expense,Other Services and Charges,5200
FY19,Wastewater Utility,590,Expense,Personal Services,5201
FY19,Assessor,101,Expense,Personal Services,5226
FY19,Wastewater Utility,590,Expense,Personal Services,5233
FY19,Public Works,661,Expense,Personal Services,5240
FY19,Wastewater Utility,590,Expense,Other Services and Charges,5250
FY19,District Court,101,Expense,Other Services and Charges,5252
FY19,General Government,680,Expense,Other Services and Charges,5262
FY19,Water Utility,591,Expense,Other Services and Charges,5300
FY19,District Court,101,Expense,Personal Services,5315
FY19,Information Technology,101,Expense,Personal Services,5315
FY19,Wastewater Utility,590,Expense,Personal Services,5315
FY19,Parks and Recreation,208,Expense,Personal Services,5323
FY19,Water Utility,591,Expense,Other Services and Charges,5331
FY19,Finance,101,Expense,Supplies,5385
FY19,Permits,249,Expense,Personal Services,5400
FY19,,208,Revenue,Other Revenues,5420
FY19,Water Utility,591,Expense,Personal Services,5445
FY19,Facilities,101,Expense,Personal Services,5463
FY19,Public Works,661,Expense,Supplies,5476
FY19,Finance,101,Expense,Personal Services,5493
FY19,City Manager,101,Expense,Personal Services,5500
FY19,Fire,101,Expense,Other Services and Charges,5500
FY19,,208,Revenue,Taxes,5500
FY19,,211,Revenue,Taxes,5500
FY19,Water Utility,591,Expense,Other Services and Charges,5500
FY19,Fire,101,Expense,Personal Services,5579
FY19,Water Utility,591,Expense,Personal Services,5583
FY19,Water Utility,591,Expense,Personal Services,5583
FY19,Public Works,591,Expense,Personal Services,5598
FY19,City Clerk,101,Expense,Other Services and Charges,5600
FY19,,249,Revenue,Licenses and Permits,5600
FY19,Parks and Recreation,208,Expense,Personal Services,5689
FY19,,400,Revenue,Taxes,5700
FY19,Water Utility,591,Expense,Personal Services,5712
FY19,Public Works,203,Expense,Personal Services,5831
FY19,Police,101,Expense,Other Services and Charges,5913
FY19,Wastewater Utility,590,Expense,Other Services and Charges,5926
FY19,City Clerk,101,Expense,Other Services and Charges,5948
FY19,Public Works,202,Expense,Other Services and Charges,6000
FY19,Public Works,202,Expense,Other Services and Charges,6000
FY19,Water Utility,591,Expense,Other Services and Charges,6000
FY19,Public Works,591,Expense,Other Services and Charges,6000
FY19,,591,Revenue,Other Revenues,6000
FY19,General Government,998,Expense,Other Services and Charges,6000
FY19,Public Works,203,Expense,Personal Services,6056
FY19,Information Technology,101,Expense,Other Services and Charges,6060
FY19,Parks and Recreation,208,Expense,Other Services and Charges,6072
FY19,Police,101,Expense,Personal Services,6119
FY19,Assessor,101,Expense,Personal Services,6152
FY19,Fire,101,Expense,Personal Services,6153
FY19,Public Works,590,Expense,Personal Services,6194
FY19,Parks and Recreation,208,Expense,Other Services and Charges,6220
FY19,Wastewater Utility,590,Expense,Other Services and Charges,6249
FY19,Public Works,202,Expense,Other Services and Charges,6290
FY19,District Court,101,Expense,Supplies,6300
FY19,City Clerk,101,Expense,Personal Services,6388
FY19,Public Works,661,Expense,Personal Services,6389
FY19,Police,101,Expense,Other Services and Charges,6405
FY19,Parks and Recreation,208,Expense,Personal Services,6498
FY19,Purchasing,101,Expense,Other Services and Charges,6500
FY19,Wastewater Utility,590,Expense,Other Services and Charges,6500
FY19,Public Works,590,Expense,Capital Outlay,6500
FY19,Water Utility,591,Expense,Supplies,6500
FY19,Water Utility,591,Expense,Supplies,6500
FY19,Public Works,591,Expense,Capital Outlay,6500
FY19,Permits,249,Expense,Other Services and Charges,6570
FY19,Permits,249,Expense,Other Services and Charges,6570
FY19,Permits,249,Expense,Other Services and Charges,6570
FY19,Permits,249,Expense,Other Services and Charges,6570
FY19,Assessor,101,Expense,Personal Services,6600
FY19,Fire,101,Expense,Supplies,6600
FY19,Finance,101,Expense,Other Services and Charges,6600
FY19,Wastewater Utility,590,Expense,Other Services and Charges,6600
FY19,Public Works,661,Expense,Other Services and Charges,6637
FY19,Police,101,Expense,Other Services and Charges,6700
FY19,Public Works,591,Expense,Other Services and Charges,6712
FY19,Parks and Recreation,208,Expense,Other Services and Charges,6720
FY19,Public Works,590,Expense,Other Services and Charges,6821
FY19,Permits,249,Expense,Personal Services,6849
FY19,Water Utility,591,Expense,Other Services and Charges,6873
FY19,Fire,101,Expense,Other Services and Charges,6897
FY19,District Court,101,Expense,Other Services and Charges,6900
FY19,Public Works,202,Expense,Personal Services,6956
FY19,Assessor,101,Expense,Personal Services,6967
FY19,Police,101,Expense,Supplies,7000
FY19,Purchasing,101,Expense,Supplies,7000
FY19,Public Works,203,Expense,Personal Services,7000
FY19,,256,Revenue,Other Revenues,7000
FY19,,400,Revenue,Interest and Rentals,7000
FY19,Water Utility,591,Expense,Other Services and Charges,7000
FY19,Fire,101,Expense,Personal Services,7013
FY19,Finance,101,Expense,Other Services and Charges,7020
FY19,City Manager,101,Expense,Personal Services,7109
FY19,Planning,101,Expense,Personal Services,7119
FY19,Information Technology,101,Expense,Personal Services,7303
FY19,Police,101,Expense,Other Services and Charges,7350
FY19,Police,101,Expense,Personal Services,7409
FY19,Parks and Recreation,208,Expense,Supplies,7460
FY19,Permits,249,Expense,Other Services and Charges,7465
FY19,Parks and Recreation,208,Expense,Personal Services,7480
FY19,Planning,256,Expense,Other Services and Charges,7500
FY19,Water Utility,591,Expense,Other Services and Charges,7500
FY19,General Government,998,Expense,Supplies,7500
FY19,General Government,998,Expense,Other Services and Charges,7500
FY19,Finance,101,Expense,Personal Services,7549
FY19,Public Works,591,Expense,Other Services and Charges,7591
FY19,Water Utility,591,Expense,Other Services and Charges,7620
FY19,,679,Revenue,Interest and Rentals,7639
FY19,Police,101,Expense,Personal Services,7713
FY19,Police,101,Expense,Personal Services,7763
FY19,,211,Revenue,Taxes,7782
FY19,City Manager,101,Expense,Other Services and Charges,7800
FY19,Planning,256,Expense,Other Services and Charges,7800
FY19,Water Utility,591,Expense,Debt Service,7800
FY19,Police,101,Expense,Other Services and Charges,7860
FY19,Fire,101,Expense,Other Services and Charges,8000
FY19,Permits,249,Expense,Other Services and Charges,8000
FY19,,591,Revenue,Interest and Rentals,8000
FY19,Parks and Recreation,208,Expense,Supplies,8014
FY19,Water Utility,591,Expense,Other Services and Charges,8100
FY19,Water Utility,591,Expense,Other Services and Charges,8137
FY19,Assessor,101,Expense,Other Services and Charges,8142
FY19,Parks and Recreation,208,Expense,Other Services and Charges,8150
FY19,Police,101,Expense,Other Services and Charges,8173
FY19,Permits,249,Expense,Other Services and Charges,8250
FY19,Water Utility,591,Expense,Personal Services,8260
FY19,Finance,101,Expense,Other Services and Charges,8320
FY19,City Council,101,Expense,Other Services and Charges,8400
FY19,Fire,101,Expense,Other Services and Charges,8400
FY19,Fire,101,Expense,Supplies,8500
FY19,City Clerk,101,Expense,Other Services and Charges,8500
FY19,Wastewater Utility,590,Expense,Other Services and Charges,8500
FY19,Water Utility,591,Expense,Other Services and Charges,8500
FY19,,800,Revenue,Interest and Rentals,8500
FY19,,208,Revenue,Interest and Rentals,8525
FY19,Permits,249,Expense,Other Services and Charges,8600
FY19,Permits,249,Expense,Other Services and Charges,8600
FY19,Public Works,203,Expense,Personal Services,8666
FY19,Water Utility,591,Expense,Other Services and Charges,8670
FY19,General Government,680,Expense,Other Services and Charges,8700
FY19,Public Works,591,Expense,Personal Services,8778
FY19,Permits,249,Expense,Personal Services,8784
FY19,Fire,101,Expense,Supplies,8800
FY19,General Government,684,Expense,Other Services and Charges,8846
FY19,Water Utility,591,Expense,Supplies,8890
FY19,Wastewater Utility,590,Expense,Supplies,8975
FY19,City Manager,101,Expense,Supplies,9000
FY19,Permits,249,Expense,Other Services and Charges,9000
FY19,Public Works,590,Expense,Other Services and Charges,9000
FY19,Water Utility,591,Expense,Other Services and Charges,9000
FY19,General Government,996,Expense,Other Services and Charges,9000
FY19,Parks and Recreation,208,Expense,Personal Services,9009
FY19,Public Works,661,Expense,Personal Services,9029
FY19,Permits,249,Expense,Personal Services,9065
FY19,,662,Revenue,Interest and Rentals,9100
FY19,Public Works,211,Expense,Personal Services,9117
FY19,Public Works,230,Expense,Personal Services,9117
FY19,Parks and Recreation,208,Expense,Other Services and Charges,9210
FY19,Finance,101,Expense,Supplies,9250
FY19,Public Works,203,Expense,Personal Services,9271
FY19,Fire,101,Expense,Personal Services,9334
FY19,Police,101,Expense,Other Services and Charges,9400
FY19,Parks and Recreation,208,Expense,Personal Services,9479
FY19,Police,101,Expense,Other Services and Charges,9500
FY19,Wastewater Utility,590,Expense,Personal Services,9500
FY19,Fire,101,Expense,Personal Services,9563
FY19,Water Utility,591,Expense,Other Services and Charges,9600
FY19,Police,101,Expense,Personal Services,9697
FY19,Police,101,Expense,Personal Services,9931
FY19,Police,101,Expense,Personal Services,9931
FY19,Public Works,202,Expense,Personal Services,9978
FY19,Parks and Recreation,208,Expense,Personal Services,9991
FY19,Parks and Recreation,208,Expense,Personal Services,9991
FY19,Fire,101,Expense,Other Services and Charges,10000
FY19,Police,101,Expense,Other Services and Charges,10000
FY19,Community Outreach Programs,101,Expense,Other Services and Charges,10000
FY19,,101,Revenue,State Grants,10000
FY19,,101,Revenue,Charges for Service,10000
FY19,Public Works,202,Expense,Other Services and Charges,10000
FY19,Public Works,203,Expense,Personal Services,10000
FY19,,203,Revenue,Other Revenues,10000
FY19,Parks and Recreation,208,Expense,Capital Outlay,10000
FY19,Parks and Recreation,208,Expense,Capital Outlay,10000
FY19,Parks and Recreation,208,Expense,Capital Outlay,10000
FY19,Permits,249,Expense,Other Services and Charges,10000
FY19,,249,Revenue,Charges for Service,10000
FY19,,249,Revenue,Other Revenues,10000
FY19,Wastewater Utility,590,Expense,Personal Services,10000
FY19,Wastewater Utility,590,Expense,Personal Services,10000
FY19,Wastewater Utility,590,Expense,Other Services and Charges,10000
FY19,Public Works,591,Expense,Personal Services,10000
FY19,Public Works,591,Expense,Personal Services,10000
FY19,Water Utility,591,Expense,Supplies,10000
FY19,Public Works,591,Expense,Other Services and Charges,10000
FY19,Public Works,661,Expense,Personal Services,10000
FY19,General Government,995,Expense,Other Services and Charges,10000
FY19,,998,Revenue,Other Revenues,10000
FY19,Water Utility,591,Expense,Debt Service,10175
FY19,Permits,249,Expense,Personal Services,10207
FY19,Finance,101,Expense,Personal Services,10270
FY19,Fire,101,Expense,Personal Services,10382
FY19,Water Utility,591,Expense,Personal Services,10438
FY19,Public Works,202,Expense,Personal Services,10500
FY19,Parks and Recreation,208,Expense,Personal Services,10661
FY19,Fire,101,Expense,Other Services and Charges,10700
FY19,Finance,101,Expense,Other Services and Charges,10702
FY19,Parks and Recreation,208,Expense,Personal Services,10790
FY19,Permits,249,Expense,Other Services and Charges,10800
FY19,Parks and Recreation,208,Expense,Personal Services,10828
FY19,Parks and Recreation,208,Expense,Personal Services,10933
FY19,Parks and Recreation,208,Expense,Personal Services,10933
FY19,Police,101,Expense,Supplies,11000
FY19,,208,Revenue,Interest and Rentals,11000
FY19,Permits,249,Expense,Other Services and Charges,11000
FY19,Facilities,401,Expense,Other Services and Charges,11000
FY19,Public Works,590,Expense,Other Services and Charges,11000
FY19,City Clerk,101,Expense,Personal Services,11019
FY19,General Government,678,Expense,Other Services and Charges,11138
FY19,City Manager,101,Expense,Supplies,11175
FY19,Fire,101,Expense,Personal Services,11200
FY19,Public Works,202,Expense,Personal Services,11250
FY19,Public Works,203,Expense,Personal Services,11250
FY19,Water Utility,591,Expense,Personal Services,11250
FY19,Police,101,Expense,Other Services and Charges,11490
FY19,,208,Revenue,Charges for Service,11500
FY19,Water Utility,591,Expense,Other Services and Charges,11500
FY19,Planning,256,Expense,Personal Services,11605
FY19,Public Works,203,Expense,Personal Services,11742
FY19,Information Technology,101,Expense,Personal Services,11800
FY19,City Clerk,101,Expense,Personal Services,12000
FY19,District Court,101,Expense,Other Services and Charges,12000
FY19,Information Technology,101,Expense,Other Services and Charges,12000
FY19,Wastewater Utility,590,Expense,Debt Service,12070
FY19,Wastewater Utility,590,Expense,Other Services and Charges,12150
FY19,Public Works,203,Expense,Personal Services,12161
FY19,Parks and Recreation,208,Expense,Other Services and Charges,12170
FY19,Water Utility,591,Expense,Personal Services,12383
FY19,Public Works,230,Expense,Personal Services,12411
FY19,Permits,249,Expense,Personal Services,12500
FY19,Police,101,Expense,Other Services and Charges,12570
FY19,Public Works,203,Expense,Other Services and Charges,12673
FY19,Fire,101,Expense,Supplies,13000
FY19,Information Technology,101,Expense,Other Services and Charges,13000
FY19,,202,Revenue,Interest and Rentals,13000
FY19,Public Works,203,Expense,Other Services and Charges,13000
FY19,Public Works,591,Expense,Supplies,13000
FY19,Public Works,661,Expense,Personal Services,13000
FY19,City Manager,101,Expense,Personal Services,13009
FY19,Information Technology,101,Expense,Other Services and Charges,13039
FY19,Facilities,101,Expense,Other Services and Charges,13100
FY19,Assessor,101,Expense,Other Services and Charges,13100
FY19,Parks and Recreation,208,Expense,Other Services and Charges,13100
FY19,Assessor,101,Expense,Other Services and Charges,13145
FY19,Water Utility,591,Expense,Other Services and Charges,13200
FY19,Public Works,591,Expense,Personal Services,13224
FY19,Water Utility,591,Expense,Personal Services,13281
FY19,General Government,731,Expense,Other Services and Charges,13400
FY19,Permits,249,Expense,Personal Services,13470
FY19,,249,Revenue,Charges for Service,13500
FY19,,401,Revenue,Taxes,13600
FY19,District Court,101,Expense,Personal Services,13605
FY19,Police,101,Expense,Supplies,13700
FY19,District Court,101,Expense,Personal Services,13796
FY19,Public Works,202,Expense,Personal Services,13806
FY19,City Manager,101,Expense,Other Services and Charges,13860
FY19,District Court,101,Expense,Personal Services,13967
FY19,,249,Revenue,Licenses and Permits,14000
FY19,,256,Revenue,Interest and Rentals,14000
FY19,Public Works,661,Expense,Personal Services,14050
FY19,Permits,249,Expense,Personal Services,14319
FY19,,101,Revenue,Contributions from Local Units,14400
FY19,Public Works,661,Expense,Personal Services,14546
FY19,Facilities,101,Expense,Other Services and Charges,14600
FY19,,678,Revenue,Interest and Rentals,14657
FY19,,230,Revenue,Taxes,14700
FY19,,249,Revenue,Licenses and Permits,14800
FY19,Fire,101,Expense,Other Services and Charges,14880
FY19,,800,Revenue,Taxes,14935
FY19,Police,101,Expense,Personal Services,15000
FY19,Police,101,Expense,Other Services and Charges,15000
FY19,,101,Revenue,Taxes,15000
FY19,Public Works,230,Expense,Other Services and Charges,15000
FY19,,249,Revenue,Charges for Service,15000
FY19,Planning,256,Expense,Other Services and Charges,15000
FY19,Planning,256,Expense,Other Services and Charges,15000
FY19,Wastewater Utility,590,Expense,Personal Services,15000
FY19,,590,Revenue,Charges for Service,15000
FY19,,590,Revenue,Charges for Service,15000
FY19,,590,Revenue,Other Revenues,15000
FY19,Water Utility,591,Expense,Other Services and Charges,15000
FY19,Public Works,591,Expense,Other Services and Charges,15000
FY19,Public Works,661,Expense,Supplies,15000
FY19,General Government,681,Expense,Transfers Out,15000
FY19,General Government,731,Expense,Other Services and Charges,15000
FY19,,731,Revenue,Other Revenues,15000
FY19,Parks and Recreation,208,Expense,Other Services and Charges,15158
FY19,City Manager,101,Expense,Other Services and Charges,15270
FY19,Police,101,Expense,Personal Services,15592
FY19,Permits,249,Expense,Personal Services,15648
FY19,Finance,101,Expense,Personal Services,15655
FY19,Planning,256,Expense,Personal Services,15774
FY19,Assessor,101,Expense,Personal Services,16000
FY19,Police,101,Expense,Supplies,16000
FY19,,101,Revenue,Interest and Rentals,16000
FY19,,208,Revenue,Charges for Service,16000
